Subject_ID,Segment,Condition,Condition_Name,Start_Sample,End_Sample,ECG_Mean,ECG_Std,ECG_Skewness,ECG_Kurtosis,Heart_Rate,SDNN,RMSSD,EMG_Mean,EMG_Std,EMG_Max,EMG_Skewness,EMG_Kurtosis,Chest_EDA_Mean,Chest_EDA_Std,Chest_EDA_Max,Chest_SCR_Count,Chest_SCR_Amplitude_Mean,Wrist_EDA_Mean,Wrist_EDA_Std,Wrist_EDA_Max,Wrist_SCR_Count,Wrist_SCR_Amplitude_Mean,BVP_Mean,BVP_Std,BVP_Amplitude,Pulse_Rate,Simulated_SpO2
2,0,1,baseline,214583,235583,0.0017706451416015625,0.1314236209617089,1.377528630347552,5.551920723473279,85.18005540166205,71.49501456330304,51.70066908342164,0.01569926596761084,0.004617864726550644,0.05213552730313762,1.9177956580980178,11.32694328285945,5.16033559526716,0.1805652080739967,5.7567596435546875,10,0.13324737548828125,1.3802151,0.14490656881984335,1.645664,6,0.10768525000000002,-0.5033385416666666,112.46499235433393,947.05,79.13232104121475,97.72603036876356
2,1,1,baseline,225083,246083,0.0007524523053850446,0.14052479476676022,1.0559355630335248,3.708881840116101,81.49801106044437,97.61207582537509,63.098935547202004,0.01176786894965657,0.004743762073969943,0.05213552730313762,2.5941207587213473,16.388116675054846,4.909262339274089,0.1370809330512145,5.2097320556640625,14,0.11653900146484375,1.241639075,0.09930698862929727,1.436807,8,0.14066606250000008,-1.748989583333333,129.27151268631548,947.05,83.70572207084469,97.58882833787466
2,2,1,baseline,235583,256583,0.0020547136579241072,0.1470693599911581,1.1683413513719663,4.275948699420853,76.79003804911797,103.57479475075434,78.43603052394826,0.008149426153209804,0.0026014348752677135,0.021827732995093708,1.259496457359201,1.8208838500959494,4.702651160103934,0.1012197438108395,4.9045562744140625,11,0.12123801491477272,1.19888535,0.08774978187092071,1.436807,8,0.08468790625000006,0.4025260416666666,106.5007900925522,728.65,80.26402640264025,97.6920792079208
2,3,1,baseline,246083,267083,0.0010824127197265625,0.14990689424346426,1.1795580270326358,4.700329042276223,71.97767223228713,83.93067486973975,70.12080126972512,0.006547431971240597,0.001969082035659986,0.013504933657815157,1.2784618774241485,0.8468992623570499,4.507834607078916,0.1249555662926036,4.781341552734375,18,0.16153123643663195,1.0991402666666668,0.0843903971941055,1.23692,5,0.035364800000000016,-0.01679687499999997,72.13930159550969,704.76,74.00428265524626,97.87987152034262
2,4,1,baseline,256583,277583,0.0006073630196707589,0.15352097842365398,0.9842867877786275,3.7031207926856133,73.68421052631578,76.81335525277818,57.32167399617609,0.00666429973724331,0.002283723072970071,0.016347481644365246,1.4400669980067584,1.3945843206881054,4.295868028913225,0.12261008010681293,4.5650482177734375,19,0.11933979235197369,0.9430031916666667,0.0984640899895571,1.122881,3,0.07271533333333328,0.1186614583333337,45.344307451546655,499.15,76.03960396039604,97.81881188118813
2,5,1,baseline,267083,288083,0.0010866110665457588,0.15325183177514187,0.9976107492399783,3.9588420007924325,71.798378431181,88.69871414444971,54.90305764067533,0.0072240207409704155,0.0021767583117196176,0.016347481644365246,1.4586394444918447,1.6413990208307654,4.091340401059106,0.11540491983016654,4.341888427734375,25,0.1082000732421875,0.813596775,0.054609994232201135,0.956209,4,0.043565124999999955,0.1269062500000002,51.881652693007744,499.15,76.46932185145317,97.80592034445641
2,6,1,baseline,277583,298583,0.001059786115373884,0.1542860467606559,1.0442427326610835,4.462727229426899,68.54260422333218,55.07180931253421,48.13021771343712,0.007362642087300443,0.002039675557468728,0.015287993761084936,1.4537936386871988,1.4389306517945428,3.9125574384416852,0.09202387370318932,4.1439056396484375,30,0.09190877278645833,0.7347522083333333,0.04056327444353571,0.820388,6,0.020501250000000044,-1.0647395833333335,48.054876288889936,393.13,80.66334991708125,97.68009950248756
2,7,1,baseline,288083,309083,0.001108638218470982,0.15443639441267965,0.9614535411052704,3.924171927677861,70.87552114353781,57.37360725953221,44.92349023910356,0.007358313039116922,0.0020643993232336865,0.014851978334723128,1.4078604439300901,1.1889763532566269,3.767647443498884,0.07959746396956359,3.9691925048828125,29,0.08929022427262931,0.6716893250000001,0.03274915088089118,0.724288,4,0.02770881250000004,-0.08251562499999991,41.60405019314482,391.49,74.76473769605191,97.85705786911845
2,8,1,baseline,298583,319583,0.0007689317975725446,0.20761610207354597,-0.5117764561921841,15.91913738585351,71.29661990114334,54.65197940777932,54.611689325711595,0.0071728832418153626,0.0018946484557251417,0.014670966750042796,1.6327330902680899,2.0487928632760957,3.6240166618710474,0.09074619341246036,3.8501739501953125,30,0.13545989990234375,0.6089041166666668,0.04056642549719808,0.683285,0,,0.9653854166666668,19.138759158919385,161.74,69.47368421052632,97.98421052631579
2,9,1,baseline,309083,330083,0.001153989519391741,0.20740851421386727,-0.540485251803695,15.881155309147196,74.11764705882352,52.47070233163079,58.00975086427521,0.0075374314614662,0.0020031106515237987,0.017497537734545193,1.473636925835892,2.065868944694121,3.4684627532958983,0.09058931435126674,3.694915771484375,32,0.12738704681396484,0.54685565,0.03313178073533275,0.607687,4,0.023384250000000023,-0.1857760416666663,68.3595535212667,730.4000000000001,73.88675096206707,97.88339747113798
