,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,BVP_mean,BVP_std,BVP_min,BVP_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,Resp_mean,Resp_std,Resp_min,Resp_max,0_mean,0_std,0_min,0_max,BVP_peak_freq,TEMP_slope,0,1,2
0,0.4648737449674812,0.2827092651554642,-222.82,192.64,0.4648737449674812,0.5462439412587223,-222.82,192.64,0.4648737449674812,1.3140161467904214,-222.82,192.64,0.4648737449674812,0.4293327312087639,-222.82,192.64,0.4648737449674812,44.80811258900898,-222.82,192.64,0.4648737449674812,0.013811002919877288,-222.82,192.64,0.4648737449674812,6.4939576938297236e-06,-222.82,192.64,0.4648737449674812,0.014898177555943578,-222.82,192.64,0.4648737449674812,5.5721317437042995e-06,-222.82,192.64,0.4648737449674812,7.208416142085811,-222.82,192.64,0.4648737449674812,0.010817683549470448,-222.82,192.64,0.19457013574660637,-4.291864842322678e-05,False,True,False
0,0.6374761421592974,0.1270143664501796,-33.58,32.65,0.6374761421592974,0.03378941869782646,-33.58,32.65,0.6374761421592974,0.018541942918547126,-33.58,32.65,0.6374761421592974,0.06451066885346345,-33.58,32.65,0.6374761421592974,13.208587639308462,-33.58,32.65,0.6374761421592974,0.02784119050337916,-33.58,32.65,0.6374761421592974,3.7028521887836256e-07,-33.58,32.65,0.6374761421592974,0.0004456424166016603,-33.58,32.65,0.6374761421592974,3.177227385230833e-07,-33.58,32.65,0.6374761421592974,1.8300512333615473,-33.58,32.65,0.6374761421592974,0.0004456417475175557,-33.58,32.65,0.10853589598643301,-0.0007830817830818155,False,True,False
0,0.598491514222867,0.1262891594122571,-125.72,178.35,0.598491514222867,0.13360204128006206,-125.72,178.35,0.598491514222867,0.33698223423155776,-125.72,178.35,0.598491514222867,0.19515623499564283,-125.72,178.35,0.598491514222867,36.27305094697384,-125.72,178.35,0.598491514222867,0.02006271159874077,-125.72,178.35,0.598491514222867,4.785795206141076e-06,-125.72,178.35,0.598491514222867,0.006774943019739158,-125.72,178.35,0.598491514222867,4.106445197871315e-06,-125.72,178.35,0.598491514222867,2.3927602306581433,-125.72,178.35,0.598491514222867,0.006688870074498096,-125.72,178.35,0.0904977375565611,0.00038951378400923825,False,True,False
0,0.5360235454822853,0.12206837183554321,-283.57,149.34,0.5360235454822853,0.12082238378588475,-283.57,149.34,0.5360235454822853,0.32660468817946303,-283.57,149.34,0.5360235454822853,0.10306486419318853,-283.57,149.34,0.5360235454822853,50.92530725111167,-283.57,149.34,0.5360235454822853,0.018396034620684946,-283.57,149.34,0.5360235454822853,7.212301414245891e-06,-283.57,149.34,0.5360235454822853,0.013624357085714772,-283.57,149.34,0.5360235454822853,6.188505615561328e-06,-283.57,149.34,0.5360235454822853,2.326970102699979,-283.57,149.34,0.5360235454822853,0.012290222958382127,-283.57,149.34,0.09044657998869417,0.00034047034047032543,False,True,False
0,0.547145669109109,0.17085841430306378,-240.18,345.41,0.547145669109109,0.12339840236282001,-240.18,345.41,0.547145669109109,0.4136122200845539,-240.18,345.41,0.547145669109109,0.12658358406951556,-240.18,345.41,0.547145669109109,48.48702222588819,-240.18,345.41,0.547145669109109,0.02367707429329819,-240.18,345.41,0.547145669109109,6.431430172346449e-06,-240.18,345.41,0.547145669109109,0.007898782125882318,-240.18,345.41,0.547145669109109,5.518480087235525e-06,-240.18,345.41,0.547145669109109,3.3747998275470867,-240.18,345.41,0.547145669109109,0.007696605148311964,-240.18,345.41,0.11764705882352942,0.0005015795015795087,False,True,False
0,0.5375616273736968,0.17872769150982518,-64.06,41.72,0.5375616273736968,0.14504949996922487,-64.06,41.72,0.5375616273736968,0.1275207255352249,-64.06,41.72,0.5375616273736968,0.07361802412701161,-64.06,41.72,0.5375616273736968,20.33395352530311,-64.06,41.72,0.5375616273736968,0.01358809639487277,-64.06,41.72,0.5375616273736968,1.1417092988633513e-06,-64.06,41.72,0.5375616273736968,0.012477952465401194,-64.06,41.72,0.5375616273736968,9.796421421598608e-07,-64.06,41.72,0.5375616273736968,2.1943923412497957,-64.06,41.72,0.5375616273736968,0.00917556180184548,-64.06,41.72,0.11305822498586772,-2.5652007303361526e-05,False,True,False
0,0.6252352617545757,0.13430372998646706,-28.42,32.81,0.6252352617545757,0.0013047644806769144,-28.42,32.81,0.6252352617545757,0.0035757525660842556,-28.42,32.81,0.6252352617545757,0.08042995315644114,-28.42,32.81,0.6252352617545757,11.560862941525304,-28.42,32.81,0.6252352617545757,0.03355223956469825,-28.42,32.81,0.6252352617545757,2.0980192257263845e-07,-28.42,32.81,0.6252352617545757,0.0003759459650531724,-28.42,32.81,0.6252352617545757,1.8002026002848144e-07,-28.42,32.81,0.6252352617545757,1.7886098183674086,-28.42,32.81,0.6252352617545757,0.0003758912081441191,-28.42,32.81,0.1085972850678733,0.0010014040014040323,False,True,False
0,0.545193796938284,0.12140517847415608,-157.94,80.39,0.545193796938284,0.00799253933755205,-157.94,80.39,0.545193796938284,0.027085206751614625,-157.94,80.39,0.545193796938284,0.07644967503134992,-157.94,80.39,0.545193796938284,20.03575480886901,-157.94,80.39,0.545193796938284,0.018999782512891635,-157.94,80.39,0.545193796938284,1.0003822094480255e-06,-157.94,80.39,0.545193796938284,0.013212466760331582,-157.94,80.39,0.545193796938284,8.583766214551723e-07,-157.94,80.39,0.545193796938284,3.9706001581406314,-157.94,80.39,0.545193796938284,0.01125258254785954,-157.94,80.39,0.11312217194570137,-0.00037797263485336174,False,True,False
0,0.5842600200538581,0.08655217424700776,-54.59,67.58,0.5842600200538581,0.030708980494307307,-54.59,67.58,0.5842600200538581,0.08921774638518684,-54.59,67.58,0.5842600200538581,0.03223050511447465,-54.59,67.58,0.5842600200538581,19.329178685244994,-54.59,67.58,0.5842600200538581,0.025158212145163852,-54.59,67.58,0.5842600200538581,2.313375333380302e-06,-54.59,67.58,0.5842600200538581,0.005220390752484328,-54.59,67.58,0.5842600200538581,1.984988621419389e-06,-54.59,67.58,0.5842600200538581,1.6535525283103525,-54.59,67.58,0.5842600200538581,0.005214542954798413,-54.59,67.58,0.10853589598643301,-0.0007223587223587456,False,True,False
0,0.5178963049886524,0.06065662179180619,-85.1,114.32,0.5178963049886524,0.03958971476133101,-85.1,114.32,0.5178963049886524,0.09592202693162488,-85.1,114.32,0.5178963049886524,0.05014017332089973,-85.1,114.32,0.5178963049886524,26.149039619252346,-85.1,114.32,0.5178963049886524,0.0185721732663349,-85.1,114.32,0.5178963049886524,5.865466055444703e-06,-85.1,114.32,0.5178963049886524,0.00878878329090699,-85.1,114.32,0.5178963049886524,5.032855331074545e-06,-85.1,114.32,0.5178963049886524,1.8925079643592848,-85.1,114.32,0.5178963049886524,0.0070683832635999155,-85.1,114.32,0.11312217194570137,-0.0002878074070734858,False,True,False
