,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,BVP_mean,BVP_std,BVP_min,BVP_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,Resp_mean,Resp_std,Resp_min,Resp_max,0_mean,0_std,0_min,0_max,BVP_peak_freq,TEMP_slope,0,1,2
0,0.8093772040340429,0.10613128390882513,-350.9,254.55,0.8093772040340429,1.3812466797828187,-350.9,254.55,0.8093772040340429,4.015225623214203,-350.9,254.55,0.8093772040340429,1.2437483087836165,-350.9,254.55,0.8093772040340429,71.7195970029334,-350.9,254.55,0.8093772040340429,0.014255885005298601,-350.9,254.55,0.8093772040340429,8.031894844408631e-06,-350.9,254.55,0.8093772040340429,0.016498053547988018,-350.9,254.55,0.8093772040340429,6.891756665915498e-06,-350.9,254.55,0.8093772040340429,7.184535621121526,-350.9,254.55,0.8093772040340429,0.013258782294465445,-350.9,254.55,0.13566986998304126,-7.055107055107558e-05,False,True,False
0,0.5011753694736957,0.017537739713963486,-130.88,122.37,0.5011753694736957,0.6476189676284748,-130.88,122.37,0.5011753694736957,0.4660675045272796,-130.88,122.37,0.5011753694736957,0.5984523537491082,-130.88,122.37,0.5011753694736957,32.83983400426754,-130.88,122.37,0.5011753694736957,0.023692241642563883,-130.88,122.37,0.5011753694736957,2.2878092392021792e-06,-130.88,122.37,0.5011753694736957,0.003969812769010742,-130.88,122.37,0.5011753694736957,1.9630516683856773e-06,-130.88,122.37,0.5011753694736957,3.026005951339737,-130.88,122.37,0.5011753694736957,0.003969811519332538,-130.88,122.37,0.14027149321266968,0.000631336924914953,False,True,False
0,0.5350604541869389,0.03522493874779586,-328.66,469.91,0.5350604541869389,0.7067120201937269,-328.66,469.91,0.5350604541869389,1.4753829379864483,-328.66,469.91,0.5350604541869389,0.6344388389722921,-328.66,469.91,0.5350604541869389,82.48065551702376,-328.66,469.91,0.5350604541869389,0.011349921259835267,-328.66,469.91,0.5350604541869389,5.500784057924914e-06,-328.66,469.91,0.5350604541869389,0.013422372082916481,-328.66,469.91,0.5350604541869389,4.7199404291699185e-06,-328.66,469.91,0.5350604541869389,2.2158196705339135,-328.66,469.91,0.5350604541869389,0.006369018150976504,-328.66,469.91,0.09496890898812888,-8.353808353807725e-05,False,True,False
0,0.626043372738209,0.02027967462863805,-238.21,254.48,0.626043372738209,0.2465846945004606,-238.21,254.48,0.626043372738209,0.5669938490622392,-238.21,254.48,0.626043372738209,0.22122143163906174,-238.21,254.48,0.626043372738209,70.19159195284121,-238.21,254.48,0.626043372738209,0.011108513615709841,-238.21,254.48,0.626043372738209,5.572843958571491e-06,-238.21,254.48,0.626043372738209,0.010601351138434524,-238.21,254.48,0.626043372738209,4.781771330874512e-06,-238.21,254.48,0.626043372738209,2.4594349104205264,-238.21,254.48,0.626043372738209,0.010280386912788209,-238.21,254.48,0.12669683257918554,0.00018620568620567046,False,True,False
0,0.5428036126777591,0.019173208354042345,-211.97,235.01,0.5428036126777591,0.16609786376241195,-211.97,235.01,0.5428036126777591,0.3268728502817655,-211.97,235.01,0.5428036126777591,0.12142407537841136,-211.97,235.01,0.5428036126777591,47.14253260898664,-211.97,235.01,0.5428036126777591,0.013938768101893224,-211.97,235.01,0.5428036126777591,2.6122379090075474e-06,-211.97,235.01,0.5428036126777591,0.002755427917752245,-211.97,235.01,0.5428036126777591,2.2414272560966825e-06,-211.97,235.01,0.5428036126777591,2.5790785735596202,-211.97,235.01,0.5428036126777591,0.0027554282235573426,-211.97,235.01,0.14471452798191067,-0.00028857381150960504,False,True,False
0,0.5549623459286016,0.012117781724401701,-50.81,57.12,0.5549623459286016,0.013673690507742371,-50.81,57.12,0.5549623459286016,0.04402895542791924,-50.81,57.12,0.5549623459286016,0.0430073386361926,-50.81,57.12,0.5549623459286016,22.143111341091284,-50.81,57.12,0.5549623459286016,0.01659614982294847,-50.81,57.12,0.5549623459286016,2.059500415156387e-07,-50.81,57.12,0.5549623459286016,0.0003901197585781753,-50.81,57.12,0.5549623459286016,1.7671515862151172e-07,-50.81,57.12,0.5549623459286016,2.3372764911041624,-50.81,57.12,0.5549623459286016,0.0003901195721070624,-50.81,57.12,0.13122171945701358,-0.000325377325377359,False,True,False
0,0.5587845816518696,0.011777038495671131,-50.84,34.17,0.5587845816518696,0.007610888526303502,-50.84,34.17,0.5587845816518696,0.04128461927938578,-50.84,34.17,0.5587845816518696,0.04786916886280519,-50.84,34.17,0.5587845816518696,22.08879108316499,-50.84,34.17,0.5587845816518696,0.008907235428303859,-50.84,34.17,0.5587845816518696,5.566727243066687e-08,-50.84,34.17,0.5587845816518696,0.0003290568217031745,-50.84,34.17,0.5587845816518696,4.776522891288285e-08,-50.84,34.17,0.5587845816518696,2.117431067628853,-50.84,34.17,0.5587845816518696,0.0003290567128942586,-50.84,34.17,0.13122171945701358,-4.327930933436197e-05,False,True,False
0,0.5797662285398757,0.011926236164355482,-153.41,115.99,0.5797662285398757,0.009234593892389007,-153.41,115.99,0.5797662285398757,0.044628358393771383,-153.41,115.99,0.5797662285398757,0.041232303036423834,-153.41,115.99,0.5797662285398757,24.276597180217777,-153.41,115.99,0.5797662285398757,0.012579106072582627,-153.41,115.99,0.5797662285398757,1.1531689180563496e-06,-153.41,115.99,0.5797662285398757,0.0010926879612209437,-153.41,115.99,0.5797662285398757,9.89475053134433e-07,-153.41,115.99,0.5797662285398757,2.0132535937463434,-153.41,115.99,0.5797662285398757,0.001092686572399823,-153.41,115.99,0.12662521198417184,-0.00011530361530360813,False,True,False
0,0.5524056090982876,0.01078797334623369,-41.73,46.79,0.5524056090982876,0.004684442281231929,-41.73,46.79,0.5524056090982876,0.02483915716538197,-41.73,46.79,0.5524056090982876,0.044882758916871886,-41.73,46.79,0.5524056090982876,17.719809343222956,-41.73,46.79,0.5524056090982876,0.010387532259697765,-41.73,46.79,0.5524056090982876,1.275974558660591e-07,-41.73,46.79,0.5524056090982876,8.655853197249986e-05,-41.73,46.79,0.5524056090982876,1.094848269373124e-07,-41.73,46.79,0.5524056090982876,1.991531205015158,-41.73,46.79,0.5524056090982876,8.655849556717227e-05,-41.73,46.79,0.13122171945701358,-7.213218222393456e-05,False,True,False
0,0.5347936562060612,0.009451042903559269,-104.78,67.86,0.5347936562060612,0.008660345021077875,-104.78,67.86,0.5347936562060612,0.043579089482346234,-104.78,67.86,0.5347936562060612,0.03633720640685256,-104.78,67.86,0.5347936562060612,26.684585583356565,-104.78,67.86,0.5347936562060612,0.015057717056417619,-104.78,67.86,0.5347936562060612,1.6676610595768777e-06,-104.78,67.86,0.5347936562060612,0.0008140133855774601,-104.78,67.86,0.5347936562060612,1.4309343494241002e-06,-104.78,67.86,0.5347936562060612,2.2755790213623865,-104.78,67.86,0.5347936562060612,0.0008140122661949011,-104.78,67.86,0.12662521198417184,0.000396981396981459,False,True,False
0,0.5269795836533016,0.008689761701567688,-53.99,48.07,0.5269795836533016,0.00567176051396415,-53.99,48.07,0.5269795836533016,0.03695627398464337,-53.99,48.07,0.5269795836533016,0.03632169002842457,-53.99,48.07,0.5269795836533016,20.278438106991995,-53.99,48.07,0.5269795836533016,0.014572701752372887,-53.99,48.07,0.5269795836533016,4.1393170535650885e-07,-53.99,48.07,0.5269795836533016,0.00035724363912095845,-53.99,48.07,0.5269795836533016,3.551735480713371e-07,-53.99,48.07,0.5269795836533016,5.718783675106899,-53.99,48.07,0.5269795836533016,0.00035724339486177894,-53.99,48.07,0.13122171945701358,0.0002329869485832566,False,True,False
0,0.5766775543065323,0.008086133233705264,-51.87,40.93,0.5766775543065323,0.007370806609401038,-51.87,40.93,0.5766775543065323,0.021844517729155855,-51.87,40.93,0.5766775543065323,0.025122060638778712,-51.87,40.93,0.5766775543065323,21.55431380542289,-51.87,40.93,0.5766775543065323,0.013526720273241716,-51.87,40.93,0.5766775543065323,6.380968336629915e-08,-51.87,40.93,0.5766775543065323,5.157031937312279e-05,-51.87,40.93,0.5766775543065323,5.475181376357138e-08,-51.87,40.93,0.5766775543065323,2.380401500177701,-51.87,40.93,0.5766775543065323,5.157031307300372e-05,-51.87,40.93,0.13566986998304126,0.00013162513162511764,False,True,False
0,0.6175094784269014,0.00805689709463272,-45.62,33.49,0.6175094784269014,0.006129195599149988,-45.62,33.49,0.6175094784269014,0.024243000763822554,-45.62,33.49,0.6175094784269014,0.03313446497556382,-45.62,33.49,0.6175094784269014,20.41474429152641,-45.62,33.49,0.6175094784269014,0.012550723531216676,-45.62,33.49,0.6175094784269014,1.1190689097387962e-07,-45.62,33.49,0.6175094784269014,4.001313972310454e-05,-45.62,33.49,0.6175094784269014,9.602155864478325e-08,-45.62,33.49,0.6175094784269014,2.287563775186992,-45.62,33.49,0.6175094784269014,4.0013134439017445e-05,-45.62,33.49,0.15384615384615385,0.00010558348173027491,False,True,False
