,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,BVP_mean,BVP_std,BVP_min,BVP_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,Resp_mean,Resp_std,Resp_min,Resp_max,0_mean,0_std,0_min,0_max,BVP_peak_freq,TEMP_slope,0,1,2
0,0.6405815049373113,0.15056345697344375,-282.98,287.63,0.6405815049373113,0.1338924281780564,-282.98,287.63,0.6405815049373113,0.49568266443407794,-282.98,287.63,0.6405815049373113,0.13069263834811873,-282.98,287.63,0.6405815049373113,61.38101939498501,-282.98,287.63,0.6405815049373113,0.018557683876877975,-282.98,287.63,0.6405815049373113,3.134090746056563e-06,-282.98,287.63,0.6405815049373113,0.007512836736455277,-282.98,287.63,0.6405815049373113,2.689202387373849e-06,-282.98,287.63,0.6405815049373113,3.0937751828871747,-282.98,287.63,0.6405815049373113,0.006655976070782832,-282.98,287.63,0.11312217194570137,-0.0004433134433134643,False,True,False
0,0.6970348482566415,0.1050232948513031,-42.69,46.0,0.6970348482566415,0.08749115952739323,-42.69,46.0,0.6970348482566415,0.21961400163483777,-42.69,46.0,0.6970348482566415,0.1537011592228873,-42.69,46.0,0.6970348482566415,14.456048711474057,-42.69,46.0,0.6970348482566415,0.021931523785117247,-42.69,46.0,0.6970348482566415,1.1743229652238006e-06,-42.69,46.0,0.6970348482566415,0.0019336078230415294,-42.69,46.0,0.6970348482566415,1.0076262551112448e-06,-42.69,46.0,0.6970348482566415,3.152660465115657,-42.69,46.0,0.6970348482566415,0.0019336004669945942,-42.69,46.0,0.13114754098360654,-0.00047787570723349025,False,True,False
0,0.41539516835992496,0.0875671960799657,-226.31,234.46,0.41539516835992496,0.11623737562698251,-226.31,234.46,0.41539516835992496,0.3434173513023698,-226.31,234.46,0.41539516835992496,0.12208155229563564,-226.31,234.46,0.41539516835992496,45.62634199228727,-226.31,234.46,0.41539516835992496,0.015038300262966188,-226.31,234.46,0.41539516835992496,2.8427990258720694e-06,-226.31,234.46,0.41539516835992496,0.009859643812730082,-226.31,234.46,0.41539516835992496,2.4392599151183767e-06,-226.31,234.46,0.41539516835992496,3.1989024505258192,-226.31,234.46,0.41539516835992496,0.0068013905393724695,-226.31,234.46,0.0904977375565611,-0.0002390312390312336,False,True,False
0,0.6025951311756531,0.04983704832169488,-29.0,33.0,0.6025951311756531,0.002896777578594174,-29.0,33.0,0.6025951311756531,0.009806304003415565,-29.0,33.0,0.6025951311756531,0.04643810751103891,-29.0,33.0,0.6025951311756531,12.712835120891985,-29.0,33.0,0.6025951311756531,0.019515833791949922,-29.0,33.0,0.6025951311756531,2.6990630604703733e-07,-29.0,33.0,0.6025951311756531,0.00022508191498669494,-29.0,33.0,0.6025951311756531,2.3159274615842622e-07,-29.0,33.0,0.6025951311756531,2.2404133924509675,-29.0,33.0,0.6025951311756531,0.0002250812869316532,-29.0,33.0,0.14471452798191067,0.0004876586344476045,False,True,False
0,0.5416683526208032,0.022700318342263527,-34.76,33.16,0.5416683526208032,0.01329801134244948,-34.76,33.16,0.5416683526208032,0.04699895229286833,-34.76,33.16,0.5416683526208032,0.020541866223483276,-34.76,33.16,0.5416683526208032,13.28057998260315,-34.76,33.16,0.5416683526208032,0.05327791130600381,-34.76,33.16,0.5416683526208032,2.817091464428199e-07,-34.76,33.16,0.5416683526208032,0.00040342967825653374,-34.76,33.16,0.5416683526208032,2.417201576285844e-07,-34.76,33.16,0.5416683526208032,2.2608551738016316,-34.76,33.16,0.5416683526208032,0.0004034286366234287,-34.76,33.16,0.16742081447963802,0.0016051246051245985,False,True,False
0,0.5445112244754345,0.17038387792150098,-69.03,111.72,0.5445112244754345,0.07502891428740362,-69.03,111.72,0.5445112244754345,0.14278835794019307,-69.03,111.72,0.5445112244754345,0.20512409014577254,-69.03,111.72,0.5445112244754345,17.615860463486857,-69.03,111.72,0.5445112244754345,0.058743313317383604,-69.03,111.72,0.5445112244754345,1.711853999348933e-06,-69.03,111.72,0.5445112244754345,0.0032736666029869136,-69.03,111.72,0.5445112244754345,1.4688540424928518e-06,-69.03,111.72,0.5445112244754345,1.9174893921443759,-69.03,111.72,0.5445112244754345,0.00326544603846483,-69.03,111.72,0.14479638009049775,0.0017026801613958002,False,True,False
0,0.584142633741636,0.055147021814126465,-29.71,33.63,0.584142633741636,0.019909525243701723,-29.71,33.63,0.584142633741636,0.012720201317221123,-29.71,33.63,0.584142633741636,0.04175051742607851,-29.71,33.63,0.584142633741636,12.890914240185854,-29.71,33.63,0.584142633741636,0.0810125836792667,-29.71,33.63,0.584142633741636,2.757837665120406e-07,-29.71,33.63,0.584142633741636,0.0003119153945101936,-29.71,33.63,0.584142633741636,2.3663589327663462e-07,-29.71,33.63,0.584142633741636,2.055751434878182,-29.71,33.63,0.584142633741636,0.00031191431005659216,-29.71,33.63,0.14019219898247595,0.002489469989470015,False,True,False
0,0.59315531414777,0.0296472738101465,-53.09,33.77,0.59315531414777,0.004862462621539733,-53.09,33.77,0.59315531414777,0.01692409723452074,-53.09,33.77,0.59315531414777,0.02492384234170374,-53.09,33.77,0.59315531414777,13.93914867779039,-53.09,33.77,0.59315531414777,0.039561229873335754,-53.09,33.77,0.59315531414777,5.353781312974355e-07,-53.09,33.77,0.59315531414777,0.0008988796807499359,-53.09,33.77,0.59315531414777,4.5938049197980405e-07,-53.09,33.77,0.59315531414777,2.2926789989518745,-53.09,33.77,0.59315531414777,0.0008988754753428864,-53.09,33.77,0.13574660633484165,0.0011589838378829246,False,True,False
0,0.5640167348388767,0.1399709422814771,-61.39,58.42,0.5640167348388767,0.04581019883689217,-61.39,58.42,0.5640167348388767,0.11160268199645236,-61.39,58.42,0.5640167348388767,0.12614256751761418,-61.39,58.42,0.5640167348388767,13.69550971155989,-61.39,58.42,0.5640167348388767,0.026367939646741636,-61.39,58.42,0.5640167348388767,2.6856017128412096e-06,-61.39,58.42,0.5640167348388767,0.008163515248053107,-61.39,58.42,0.5640167348388767,2.304376970193044e-06,-61.39,58.42,0.5640167348388767,1.9854333083643283,-61.39,58.42,0.5640167348388767,0.006219084410695762,-61.39,58.42,0.14471452798191067,-0.00023727623727623032,False,True,False
0,0.554805505860163,0.028504406744395902,-22.61,33.95,0.554805505860163,0.013717488558085656,-22.61,33.95,0.554805505860163,0.037281441044936865,-22.61,33.95,0.554805505860163,0.026291335185785508,-22.61,33.95,0.554805505860163,9.75615005577651,-22.61,33.95,0.554805505860163,0.06692934476059517,-22.61,33.95,0.554805505860163,1.6892216127046353e-07,-22.61,33.95,0.554805505860163,0.0003721831446340659,-22.61,33.95,0.554805505860163,1.4494343532983404e-07,-22.61,33.95,0.554805505860163,2.0253735294204382,-22.61,33.95,0.554805505860163,0.0003720682412032818,-22.61,33.95,0.13122171945701358,0.002075603543493444,False,True,False
