Subject_ID,Segment,Condition,Condition_Name,Start_Sample,End_Sample,ECG_Mean,ECG_Std,ECG_Skewness,ECG_Kurtosis,Heart_Rate,SDNN,RMSSD,EMG_Mean,EMG_Std,EMG_Max,EMG_Skewness,EMG_Kurtosis,Chest_EDA_Mean,Chest_EDA_Std,Chest_EDA_Max,Chest_SCR_Count,Chest_SCR_Amplitude_Mean,Wrist_EDA_Mean,Wrist_EDA_Std,Wrist_EDA_Max,Wrist_SCR_Count,Wrist_SCR_Amplitude_Mean,BVP_Mean,BVP_Std,BVP_Amplitude,Pulse_Rate,SpO2,Alpha Fp 1 - Fp 2,Alpha F 3 - F 4,Alpha T 3 - T 4,Alpha P 3 - P 4,Beta1 Fp 1 - Fp 2,Beta1 F 3 - F 4,Beta1 T 3 - T 4,Beta1 P 3 - P 4,Beta2 Fp 1 - Fp 2,Beta2 F 3 - F 4,Beta2 T 3 - T 4,Beta2 P 3 - P 4,stress_score_weighted
6,3,3,stress,2493914,2514914,0.0006351939129571234,0.30468370048049637,4.283977800298248,16.571003647249345,67.60661194592545,92.22058807188468,4.412482433736355,0.004309768,0.0059909694595742455,0.09720180707618396,2.0356147375400977,14.657300473136358,1.2147326524638247,0.005852064,8.137530724433928,34,0.3050638148901605,0.089159217,0.000849036,1.5426372841739737,6,0.000559813,-0.5238104600503,18.389231305977315,80.12485640776605,79.58935089605916,52,0.032338772757640175,0.02021726017460721,0.008719762720612855,0.007741745536605633,-0.01963387911538056,0.06219535475567905,-0.08676006508527917,0.0024888888592111296,-0.1376224775166459,0.14197531707697114,-0.06727926618529352,-0.0028689268228145946,0.2942777893529448
8,193,3,unknown,1414937,1435937,0.000741591204059804,0.2898794640928353,3.226433204118947,15.311579172901215,81.62606135426873,63.28784076266782,4.584279016105193,0.02551895872804118,0.0020626467352321287,0.02104048638317834,0.7152615336690807,3.840923489434104,10.23151201143012,0.005852064,0.8009374126722093,22,0.18939780664942416,0.6943966431232028,0.16205644333282865,0.6822375680103722,12,0.059500400311443435,0.22593350723999384,72.21300135023199,462.7055653769136,81.09673834499226,72,0.0005193496769278606,0.044531419270218364,0.0033292336011128175,-0.010463631536154597,0.16834171334383347,0.08895270901953856,-0.0944086392680025,0.048606832950995625,0.20431249237792826,0.09757402869210093,-0.04915324386782764,-0.036108813,0.2881371355066678
12,227,4,stress,2308685,2329685,0.0016401460434215078,0.2971691632216996,3.953648288806982,16.07427258833188,77.9890791994017,65.56702600734526,40.58384528085608,0.01181341403412186,0.000624672,0.04391761062198774,3.506664856062723,19.52800578116851,3.2748486837772828,0.005852064,4.461521185120685,30,0.2346860405933602,2.7489743429271085,0.000849036,0.100211,12,0.000559813,-1.6665098660775237,68.1856049536498,660.2940942665749,80.35984020493908,86,0.02115775173771962,0.02482770715004971,-0.13883720888784143,0.030546106508426006,0.0008058230120801079,0.04497726989784027,-0.03463893968679798,0.032400366529690576,0.021680488306501544,0.21700950238725303,-0.08543645635276662,0.020067142014096807,0.4129808855034438
16,267,3,stress,1172672,1193672,0.0005310706031036506,0.1605103946790768,2.757067084308734,13.065164229538603,80.54680464301586,79.50164138596645,109.3953532130083,0.020918340761140016,0.0026061453056812744,0.015189961785403145,1.198158796442339,9.318133544974732,0.471744447,0.07516289633891157,10.266150063161469,22,0.04611270287178151,1.5416526865840905,0.000849036,2.791384571259663,5,0.000559813,1.0501908804301308,2.312307492,170.20699849494673,85.6246073093607,97,-0.04547772,0.010739277389634073,-0.02765485096005989,-0.01514770481317078,0.13293659264215116,0.0158153405383142,-0.09972303407384939,0.03545719465052309,0.15225427175300107,-0.06127915711747488,0.03731645959594358,-0.01654538994337418,0.4035908271761894
6,153,3,baseline,792068,813068,0.0015361829542396887,0.23225649762770428,2.0527020508401788,23.039135219306672,98.58042863775111,35.790939374951954,67.91970408945457,0.006368326135242759,0.0042126094066145,0.036193696722837475,1.1381782108628482,19.77823946858863,8.222439466865268,0.09161456530775317,0.7252936554772753,27,0.06585115510927195,0.8513791236685895,0.08754233586434736,4.420938217495439,18,0.019202851728621555,0.27068650862088345,2.312307492,704.9619985066698,68.8908562089787,82,0.11247670165328226,0.017391369877780494,-0.15526228202823317,0.2724203356709036,-0.11627560019103605,0.06120702158858974,-0.08072887178679271,0.03190927764075633,-0.10393647758217969,-0.08950248,-0.08616726436590426,-0.010779082913599658,0.25955241646111515
12,208,4,baseline,4763806,4784806,0.0011104676647448167,0.19734582483375207,2.707883211217141,19.523323474162495,101.49380930742039,88.16240931383913,50.57317990043901,0.010300225205977056,0.0008266206170286134,0.03659469543734646,1.1314309942715723,6.147058813776933,5.816402058744603,0.1411604133589421,5.229610612050159,3,0.07940294806050859,0.089159217,0.07842075342403479,0.18410782769065512,17,0.05190400619132761,-0.08078800529703381,102.26398102232866,204.0181687155062,79.62925582833228,51,0.04153644288991775,-0.004771062511366362,0.0005995890606575192,0.08485359664765867,0.1008109728556531,-0.005314681957403229,-0.10290734474621895,0.060382019885229524,-0.031148591300449155,0.1690619186462748,0.011783831765163275,0.013080087712936513,0.34952611611927303
17,257,4,unknown,98973,119973,0.00044427495880610654,0.3011446170968998,4.334063270196465,21.834650158574167,79.63925443172158,63.15792828622645,108.01900289830876,0.009100773887428014,0.001398435346945011,0.026285278437549867,3.066663815095945,14.127854844512498,0.471744447,0.06674812890095363,4.539006641115456,31,0.21966193925882133,0.089159217,0.19277057867900582,4.19513967353629,14,0.06163221360861386,0.24527495440313477,28.53326652427547,328.32181713953844,53.37595581400985,97,0.02483493547225704,0.049266034552384624,0.15541070178224217,0.07374004547552405,0.17802568386951434,-0.026559488526009145,-0.1111617171731093,-0.019073475428267355,-0.0618282763827253,0.04482309056712375,-0.0517164447422886,0.03915934916151541,0.29978944182480277
11,86,3,unknown,3169728,3190728,-0.0003656015928415092,0.2722170634226465,1.1821659267920939,2.362110666,46.8892723,57.7482364937179,39.66297076155643,0.011483777061316413,0.004097848670731932,0.04086963703485357,2.2526957895501614,32.21324077119682,4.589366970113214,0.005852064,6.620402698843016,14,0.13592239276494658,2.251883269791614,0.05472414440320005,4.25914948645121,4,0.026851146998820272,0.21122857730336161,7.364573982804267,761.480362995178,59.09395995430101,91,0.03254327726951034,0.04741022652571815,-0.13366379442133622,0.022646195380756393,0.04288563618951649,0.09139242861629307,0.08290937022184965,0.07582524436421621,-0.405869703042925,0.1176815334464268,-0.028359250857438123,-0.014380927957224263,0.24077828805618035
16,219,4,stress,76893,97893,0.0005359195441818918,0.106273316,3.8564013790864298,10.411234414948888,57.23284488871975,99.76079198865139,46.03922107460841,0.008060688205059842,0.010495119191691734,0.040696175404960976,4.300827635159077,-1.513750649,6.710362205068289,0.012510303956534753,6.087209565793695,19,0.06256126981656557,0.089159217,0.000849036,3.7786532905912944,6,0.02970452657980417,-0.034299177865065124,29.719152978826784,240.53236254907316,58.97574666657312,97,0.0638811427178895,0.009650629976774712,-0.18999430072935697,-0.05518580346261359,0.10512563485382283,-0.026602506452200542,-0.08293851907400038,0.03529754241794649,-0.007702402143675969,0.07209471970660168,-0.17448274201277628,-0.012562199581448361,0.2639104104506758
11,170,4,mediation,3710236,3731236,-5.235112749367625e-05,0.16076595536871296,2.295710922105657,18.36148765245932,85.79919067383645,78.14578662585167,51.927115645991165,0.004309768,0.00803100866397251,0.007207895,-0.652413516,24.299756774017638,0.471744447,0.12042785780547759,10.50008652140632,32,0.04006095794035898,6.544740791109625,0.1519687527352334,3.4419646062948424,20,0.000559813,0.4683711103607271,15.555155464049426,773.4458145413001,81.11040379271705,88,-0.028511899320693923,0.028170450846828902,-0.09005389115457121,-0.03257919078902063,0.026631743087319595,0.06525111640691525,-0.1752227201597225,0.019276804630086398,0.01350395312686373,0.11484403211814104,-0.016114583012534225,-0.016636831313536698,0.26194466448475834
